IATA_CODE,AIRPORT,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE,TOTAL_FLIGHTS,UNITED_FLIGHTS,DELTA_FLIGHTS,AMERICAN_FLIGHTS,OTHER_FLIGHTS,UNITED_IN_DELAY,DELTA_IN_DELAY,AMERICAN_IN_DELAY,OTHER_IN_DELAY,UNTED_OUT_DELAY,DELTA_OUT_DELAY,AMERICAN_OUT_DELAY,OTHER_OUT_DELAY
MOB,Mobile Regional Airport,Mobile,AL,USA,30.69142,-88.24283,10035,0,0,0,10035,,6.561674008810573,,7.319578380802871,,2.944933920704846,,7.596944506852393
MOT,Minot International Airport,Minot,ND,USA,48.25938,-101.28033,3700,0,0,0,3700,,-7.75,,4.219579646017699,,-7.75,,2.8981277533039647
MQT,Sawyer International Airport,Marquette,MI,USA,46.35364,-87.39536,609,0,0,0,609,,,,16.152027027027028,,,,2.222972972972973
MRY,Monterey Regional Airport (Monterey Peninsula Airport),Monterey,CA,USA,36.58698,-121.84295,5948,0,0,0,5948,,,,5.394251242015614,,,,6.208392101551481
MSN,Dane County Regional Airport,Madison,WI,USA,43.13986,-89.33751,18264,0,0,0,18264,7.0549019607843135,0.20650019817677367,,5.521940349674323,3.233201581027668,-0.7824533545057563,,4.673729543496985
MSO,Missoula International Airport,Missoula,MT,USA,46.91631,-114.09056,4154,0,0,0,4154,,-2.4731543624161074,,0.2080766598220397,,-3.509212730318258,,-0.42032967032967034
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692,224245,0,0,0,224245,7.959886291850916,0.13357614468207263,4.088099204145845,6.83830404987084,5.782388343363953,-0.8581475036328735,4.181666357394693,4.822848956551488
MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,USA,29.99339,-90.25803,77606,0,0,0,77606,6.356662180349932,-0.7208864426419467,5.170503211991434,4.825322997416021,5.041554357592093,2.1048211958882295,2.6317485898468975,4.196940973718225
MTJ,Montrose Regional Airport,Montrose,CO,USA,38.50887,-107.89383,2000,0,0,0,2000,10.835616438356164,-1.3428571428571427,15.586206896551724,8.686157517899762,8.875,17.228571428571428,16.357142857142858,0.9037304452466908
MVY,Martha's Vineyard Airport,Marthas Vineyard,MA,USA,41.39303,-70.61433,410,0,0,0,410,,,,1.7853658536585366,,,,12.980487804878049
MYR,Myrtle Beach International Airport,Myrtle Beach,SC,USA,33.67975,-78.92833,9661,0,0,0,9661,,3.064629847238543,,8.883642930856553,,-3.338425381903643,,9.993804852865255
OAJ,Albert J. Ellis Airport,Jacksonville,NC,USA,34.82916,-77.61214,2272,0,0,0,2272,,,,10.025,,,,9.367620751341681
OAK,Oakland International Airport,Oakland,CA,USA,37.72129,-122.22072,84629,0,0,0,84629,,-3.7845484221980414,1.49,4.923592062668347,,-2.8833151581243186,-0.9665551839464883,6.92670506513732
OGG,Kahului Airport,Kahului,HI,USA,20.89865,-156.43046,41265,0,0,0,41265,8.861971830985915,6.855072463768116,10.91234804862444,0.6852855881982095,2.788899430740038,8.466110531803963,-3.0704676489429854,0.8040885860306644
OKC,Will Rogers World Airport,Oklahoma City,OK,USA,35.39309,-97.60073,32291,0,0,0,32291,3.7084048027444254,-2.4343434343434343,7.710127349909036,8.52210561110652,4.590753424657534,-1.311740890688259,2.2116434202547,6.26386359874193
OMA,Eppley Airfield,Omaha,NE,USA,41.30252,-95.89417,33505,0,0,0,33505,13.058035714285714,-0.6253469010175763,2.982421875,5.708104866346813,11.193923145665773,-0.9055555555555556,3.4781188765512736,3.893139614855571
OME,Nome Airport,Nome,AK,USA,64.5122,-165.44525,1326,0,0,0,1326,,,,6.31629392971246,,,,7.890822784810126
ONT,Ontario International Airport,Ontario,CA,USA,34.056,-117.60119,35957,0,0,0,35957,,-1.3554502369668247,5.236951983298539,6.660373748325786,,-6.777251184834123,2.9564304461942257,4.431163355267361
ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,571790,0,0,0,571790,6.1055159590951344,5.175289017341041,3.3371346681737446,8.93712882948783,11.912114299435707,7.518936108701937,4.404746050003027,8.739052764316092
ORF,Norfolk International Airport,Norfolk,VA,USA,36.89461,-76.20122,18749,0,0,0,18749,8.782178217821782,0.7003329633740288,5.455172413793103,8.932603360392674,-2.5454545454545454,-1.5678783382789319,4.020854021847071,7.008898144642181
ORH,Worcester Regional Airport,Worcester,MA,USA,42.26734,-71.87571,1331,0,0,0,1331,,,,0.4889937106918239,,,,0.9541139240506329
OTH,Southwest Oregon Regional Airport (North Bend Municipal),North Bend,OR,USA,43.41714,-124.24603,550,0,0,0,550,,,,16.7406015037594,,,,14.333333333333334
OTZ,Ralph Wien Memorial Airport,Kotzebue,AK,USA,66.88468,-162.59855,1326,0,0,0,1326,,,,2.8072100313479624,,,,6.57345971563981
PAH,Barkley Regional Airport,Paducah,KY,USA,37.06083,-88.77375,1332,0,0,0,1332,,,,6.096153846153846,,,,5.966237942122186
PBG,Plattsburgh International Airport,Plattsburgh,NY,USA,44.65198,-73.46823,563,0,0,0,563,,,,15.288256227758007,,,,9.496402877697841
PBI,Palm Beach International Airport,West Palm Beach,FL,USA,26.68316,-80.09559,45147,0,0,0,45147,8.17081503172279,1.4967262431428066,4.157876474670368,9.91913282863042,8.282000980872978,5.233256351039261,1.3794782608695653,10.813993615736347
PDX,Portland International Airport,Portland,OR,USA,45.58872,-122.5975,94166,0,0,0,94166,6.070107858243452,0.46338313964213246,2.9437616387337058,1.0769001134396083,1.1766409266409266,-0.8395130049806309,4.125,1.3054825609173435
PHF,Newport News/Williamsburg International Airport,Newport News,VA,USA,37.1319,-76.49299,2527,0,0,0,2527,,6.2439024390243905,,7.642241379310345,,5.814814814814815,,9.14198606271777
PHL,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114,132038,0,0,0,132038,9.015912208504801,4.467647960748237,1.0692599165427599,7.369820288133076,4.432037496553626,1.5527730834229527,1.0881183851348115,6.9809391118752595
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806,293627,0,0,0,293627,7.020114412253183,-1.3841242199970976,0.5050797739142877,3.6221435774492456,1.2079098133431898,-2.335318901641726,3.2725552500981827,5.294644129635436
PIA,General Wayne A. Downing Peoria International Airport,Peoria,IL,USA,40.66424,-89.69331,9331,0,0,0,9331,,,,3.4570095534325707,,,,6.189977728285078
PIB,Hattiesburg-Laurel Regional Airport,Hattiesburg-Laurel,MS,USA,31.46715,-89.33706,1146,0,0,0,1146,,,,4.037433155080214,,,,8.72113676731794
PIH,Pocatello Regional Airport,Pocatello,ID,USA,42.91131,-112.59586,1308,0,0,0,1308,,,,-0.5892307692307692,,,,2.579754601226994
PIT,Pittsburgh International Airport,Pittsburgh,PA,USA,40.49147,-80.23287,48239,0,0,0,48239,5.179590017825312,0.6266857962697274,2.1235544735240413,6.418740253576513,-0.9226296958855098,-2.1695451928612552,-3.1535168195718652,-0.5705630063312683
PLN,Pellston Regional Airport of Emmet County,Pellston,MI,USA,45.57093,-84.79672,1505,0,0,0,1505,,,,7.116279069767442,,,,7.594520547945206
PNS,Pensacola International Airport (Pensacola Gulf Coast Regional Airport),Pensacola,FL,USA,30.47331,-87.18744,13068,0,0,0,13068,,2.1659252669039146,6.525974025974026,7.255705394190872,,-1.4706666666666666,16.41967213114754,5.521569646569646
